Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	HCA_C_1 Spectral Count	HCA_C_2 Spectral Count	HCA_C_3 Spectral Count	HCA_I_1 Spectral Count	HCA_I_2 Spectral Count	HCA_I_3 Spectral Count	HCA_K_1 Spectral Count	HCA_K_2 Spectral Count	HCA_M_1 Spectral Count	HCA_M_2 Spectral Count	HIT_C_1 Spectral Count	HIT_C_2 Spectral Count	HIT_C_3 Spectral Count	HIT_I_1 Spectral Count	HIT_I_2 Spectral Count	HIT_I_3 Spectral Count	HIT_K_1 Spectral Count	HIT_K_2 Spectral Count	HIT_K_3 Spectral Count	HIT_M_1 Spectral Count	HIT_M_2 Spectral Count	HIT_M_3 Spectral Count	HCA_C_1 Unique Spectral Count	HCA_C_2 Unique Spectral Count	HCA_C_3 Unique Spectral Count	HCA_I_1 Unique Spectral Count	HCA_I_2 Unique Spectral Count	HCA_I_3 Unique Spectral Count	HCA_K_1 Unique Spectral Count	HCA_K_2 Unique Spectral Count	HCA_M_1 Unique Spectral Count	HCA_M_2 Unique Spectral Count	HIT_C_1 Unique Spectral Count	HIT_C_2 Unique Spectral Count	HIT_C_3 Unique Spectral Count	HIT_I_1 Unique Spectral Count	HIT_I_2 Unique Spectral Count	HIT_I_3 Unique Spectral Count	HIT_K_1 Unique Spectral Count	HIT_K_2 Unique Spectral Count	HIT_K_3 Unique Spectral Count	HIT_M_1 Unique Spectral Count	HIT_M_2 Unique Spectral Count	HIT_M_3 Unique Spectral Count	HCA_C_1 Total Spectral Count	HCA_C_2 Total Spectral Count	HCA_C_3 Total Spectral Count	HCA_I_1 Total Spectral Count	HCA_I_2 Total Spectral Count	HCA_I_3 Total Spectral Count	HCA_K_1 Total Spectral Count	HCA_K_2 Total Spectral Count	HCA_M_1 Total Spectral Count	HCA_M_2 Total Spectral Count	HIT_C_1 Total Spectral Count	HIT_C_2 Total Spectral Count	HIT_C_3 Total Spectral Count	HIT_I_1 Total Spectral Count	HIT_I_2 Total Spectral Count	HIT_I_3 Total Spectral Count	HIT_K_1 Total Spectral Count	HIT_K_2 Total Spectral Count	HIT_K_3 Total Spectral Count	HIT_M_1 Total Spectral Count	HIT_M_2 Total Spectral Count	HIT_M_3 Total Spectral Count	HCA_C_1 Intensity	HCA_C_2 Intensity	HCA_C_3 Intensity	HCA_I_1 Intensity	HCA_I_2 Intensity	HCA_I_3 Intensity	HCA_K_1 Intensity	HCA_K_2 Intensity	HCA_M_1 Intensity	HCA_M_2 Intensity	HIT_C_1 Intensity	HIT_C_2 Intensity	HIT_C_3 Intensity	HIT_I_1 Intensity	HIT_I_2 Intensity	HIT_I_3 Intensity	HIT_K_1 Intensity	HIT_K_2 Intensity	HIT_K_3 Intensity	HIT_M_1 Intensity	HIT_M_2 Intensity	HIT_M_3 Intensity	HCA_C_1 MaxLFQ Intensity	HCA_C_2 MaxLFQ Intensity	HCA_C_3 MaxLFQ Intensity	HCA_I_1 MaxLFQ Intensity	HCA_I_2 MaxLFQ Intensity	HCA_I_3 MaxLFQ Intensity	HCA_K_1 MaxLFQ Intensity	HCA_K_2 MaxLFQ Intensity	HCA_M_1 MaxLFQ Intensity	HCA_M_2 MaxLFQ Intensity	HIT_C_1 MaxLFQ Intensity	HIT_C_2 MaxLFQ Intensity	HIT_C_3 MaxLFQ Intensity	HIT_I_1 MaxLFQ Intensity	HIT_I_2 MaxLFQ Intensity	HIT_I_3 MaxLFQ Intensity	HIT_K_1 MaxLFQ Intensity	HIT_K_2 MaxLFQ Intensity	HIT_K_3 MaxLFQ Intensity	HIT_M_1 MaxLFQ Intensity	HIT_M_2 MaxLFQ Intensity	HIT_M_3 MaxLFQ Intensity	Indistinguishable Proteins
P00742|FA10_HUMAN	P00742	FA10_HUMAN	F10	488	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor X	1.0	0.999	5	34	34	34	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	8	6	7	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	8	6	7	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	8	6	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	498299.88	514742.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429134.16	414516.2	470913.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241992.17	247688.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251222.86	256972.8	254162.8	
P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.999	3	11	11	11	1	0	2	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1	0	17868.418	19383.678	18878.758	0.0	27476.209	19223.596	0.0	0.0	25110.828	31893.217	16962.59	50799.29	0.0	0.0	6350.834	0.0	0.0	0.0	0.0	0.0	9290.025	0.0	0.0	0.0	0.0	0.0	21863.812	0.0	0.0	0.0	0.0	0.0	11388.002	39865.074	0.0	0.0	4965.7324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P00749|UROK_HUMAN	P00749	UROK_HUMAN	PLAU	431	Homo sapiens	1:Experimental evidence at protein level	Urokinase-type plasminogen activator	1.0	0.999	6	36	36	36	0	0	0	0	4	1	4	1	1	0	1	3	0	2	3	3	0	4	0	4	5	0	0	0	0	0	4	1	4	1	1	0	1	3	0	2	3	3	0	4	0	4	5	0	0	0	0	0	4	1	4	1	1	0	1	3	0	2	3	3	0	4	0	4	5	0	62632.32	31655.021	24656.367	0.0	78953.25	70138.555	49897.805	13923.005	31855.95	0.0	89309.0	49949.24	90438.586	66628.51	50413.03	70297.484	0.0	51308.4	17721.111	63749.69	63717.39	0.0	28619.205	31653.03	17693.293	0.0	41919.047	35266.945	31669.98	0.0	0.0	0.0	32042.99	20855.164	22935.078	22562.254	17419.166	20069.55	0.0	15572.937	13777.883	21943.182	27371.865	0.0	
P00750|TPA_HUMAN	P00750	TPA_HUMAN	PLAT	562	Homo sapiens	1:Experimental evidence at protein level	Tissue-type plasminogen activator	1.0	0.999	15	114	114	114	0	2	0	0	0	0	5	5	4	0	2	2	1	7	8	18	8	10	8	13	8	13	0	2	0	0	0	0	5	5	4	0	2	2	1	7	8	18	8	10	8	13	8	13	0	2	0	0	0	0	5	5	4	0	2	2	1	7	8	18	8	10	8	13	8	13	19167.03	33330.293	19700.174	0.0	41596.934	28872.729	28764.75	81833.92	26861.613	23151.03	95471.23	101548.53	74651.82	149179.3	184209.7	193374.61	105956.15	158098.89	136046.11	271601.8	238219.28	135787.81	0.0	0.0	0.0	0.0	25875.967	0.0	0.0	38622.58	0.0	0.0	28626.758	27517.82	28866.746	41058.645	40268.04	37183.305	50645.062	30793.787	24163.205	49760.207	60249.125	49962.895	
P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	10	19	19	19	0	0	0	0	1	3	0	0	0	0	0	13	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	13	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	13	0	0	1	0	0	1	0	0	0	0	35319.46	45284.89	13424.138	0.0	151494.53	59599.2	0.0	0.0	0.0	0.0	60664.855	187629.53	51106.105	38010.605	43469.676	50747.9	0.0	31282.848	0.0	0.0	0.0	0.0	22749.371	29471.309	0.0	0.0	29834.654	41191.938	0.0	0.0	0.0	0.0	19296.125	25136.725	12855.367	11199.656	13762.134	13724.338	0.0	8952.682	0.0	0.0	0.0	0.0	
P00761|TRYP_PIG	P00761	TRYP_PIG		231	Sus scrofa	1:Experimental evidence at protein level	Trypsin	1.0	0.999	10	1327	1327	1327	83	70	73	62	66	77	44	74	56	56	81	54	42	59	74	47	54	51	29	42	66	67	83	70	73	62	66	77	44	74	56	56	81	54	42	59	74	47	54	51	29	42	66	67	83	70	73	62	66	77	44	74	56	56	81	54	42	59	74	47	54	51	29	42	66	67	7584501.0	8741253.0	6153535.0	5305490.0	7025449.0	8066959.0	1917337.8	7903117.5	7019176.5	7736652.0	7694967.0	4149118.2	3375275.0	4572509.5	5025723.5	2446379.5	5095464.0	3417000.8	818011.6	2275623.2	7459145.5	8150489.5	1761472.0	1865027.0	1293571.1	1354570.2	1605859.9	1813845.4	915818.5	2012913.0	1509589.5	2190898.2	1743277.4	928573.2	843860.4	1047888.8	1187836.6	544841.56	1225461.8	817934.75	179099.81	547397.44	1636734.2	1628772.6	
P00813|ADA_HUMAN	P00813	ADA_HUMAN	ADA	363	Homo sapiens	1:Experimental evidence at protein level	Adenosine deaminase	1.0	0.999	25	440	440	440	19	16	27	28	23	27	16	11	11	15	21	28	26	22	31	31	15	9	25	9	16	14	19	16	27	28	23	27	16	11	11	15	21	28	26	22	31	31	15	9	25	9	16	14	19	16	27	28	23	27	16	11	11	15	21	28	26	22	31	31	15	9	25	9	16	14	909632.9	964695.44	890957.9	783841.75	1095071.5	1183449.8	219977.94	237588.6	403681.97	434355.9	888289.75	824127.56	940501.25	688360.44	929398.25	747333.8	477705.94	518466.22	599561.5	375239.56	384048.28	250960.06	114632.14	140780.17	125490.14	140883.22	148752.48	145058.48	68543.195	55696.75	91074.766	87781.62	114401.914	103533.01	111044.09	90588.555	102794.45	91771.59	120707.79	69568.67	73609.52	55869.188	92524.41	66222.305	
P00915|CAH1_HUMAN	P00915	CAH1_HUMAN	CA1	261	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase 1	1.0	0.999	6	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195491.5	18258.533	0.0	0.0	0.0	1031.0406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	5	42	42	42	2	1	0	1	4	1	2	1	0	0	2	4	1	4	5	2	0	4	1	2	5	0	2	1	0	1	4	1	2	1	0	0	2	4	1	4	5	2	0	4	1	2	5	0	2	1	0	1	4	1	2	1	0	0	2	4	1	4	5	2	0	4	1	2	5	0	76762.69	84069.984	52016.52	89520.36	150239.5	81737.664	158815.88	62981.188	0.0	0.0	152550.67	150899.94	66681.09	152031.92	155049.92	145224.02	0.0	133410.12	50129.07	73602.43	106308.33	0.0	68811.53	80026.49	48326.17	0.0	145329.33	72217.016	116889.31	0.0	0.0	0.0	92134.45	88970.59	64092.246	113618.28	113690.32	106377.61	0.0	82518.266	34745.65	55866.184	83212.46	0.0	
P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	17	84	84	84	4	6	0	0	18	4	3	6	0	0	0	41	0	0	0	0	0	0	2	0	0	0	4	6	0	0	18	4	3	6	0	0	0	41	0	0	0	0	0	0	2	0	0	0	4	6	0	0	18	4	3	6	0	0	0	41	0	0	0	0	0	0	2	0	0	0	192782.08	576863.2	19183.52	0.0	1271611.2	202273.64	34788.727	191228.06	0.0	0.0	25962.5	1150319.4	8960.377	26064.023	50102.58	12707.863	0.0	21531.385	14531.48	0.0	0.0	0.0	53179.066	90030.2	15503.098	0.0	122787.23	66714.305	0.0	72836.47	0.0	0.0	8457.337	189254.67	7853.0874	10635.046	9082.484	22793.162	0.0	7215.394	0.0	0.0	0.0	0.0	
P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	6	24	24	24	1	1	0	0	1	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	85123.58	85269.69	0.0	0.0	79667.44	203963.16	0.0	0.0	0.0	0.0	18656.797	180858.62	0.0	18908.357	18655.07	0.0	0.0	33845.156	0.0	0.0	0.0	0.0	44706.973	52346.05	0.0	0.0	38996.914	104430.51	0.0	0.0	0.0	0.0	6899.1694	55817.15	0.0	0.0	13425.166	0.0	0.0	10212.438	0.0	0.0	0.0	0.0	
P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0	0.999	43	433	317	433	20	27	17	13	56	19	13	28	12	13	10	105	10	8	8	12	7	8	9	17	6	15	12	20	13	10	47	14	8	23	5	5	8	90	5	6	5	5	4	5	5	14	3	10	20	27	17	13	56	19	13	28	12	13	10	105	10	8	8	12	7	8	9	17	6	15	1882262.8	1904273.0	1107917.5	526899.1	2969590.8	1603498.1	132608.45	1492989.6	845047.2	848586.56	1426481.5	4738773.5	1145100.1	851448.4	686578.25	780577.8	412481.47	532814.7	451158.34	623597.56	589998.8	609309.9	431465.97	594078.56	315584.28	309718.2	771236.1	461989.06	201057.02	525678.4	297385.47	342522.5	257117.27	1349206.5	209718.19	225832.52	159710.11	132185.53	235520.47	169067.31	146587.36	231395.3	357287.6	262461.72	
P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens	1:Experimental evidence at protein level	Complement C3	1.0	0.999	41	281	281	281	3	24	5	0	33	30	2	14	17	10	2	56	1	4	4	2	12	14	1	9	14	24	3	24	5	0	33	30	2	14	17	10	2	56	1	4	4	2	12	14	1	9	14	24	3	24	5	0	33	30	2	14	17	10	2	56	1	4	4	2	12	14	1	9	14	24	355827.0	694620.06	121617.95	0.0	938023.06	804045.7	55286.14	629759.44	736752.5	626037.1	238114.19	1348747.8	89139.5	287579.44	313062.56	92537.7	32398.207	456087.16	32400.195	217761.97	398662.66	738528.7	85034.61	137828.81	45830.027	0.0	108376.266	171011.5	0.0	134536.17	271486.72	227245.62	39741.246	134863.19	25746.068	51572.336	31762.898	22938.764	0.0	36503.21	21456.27	89041.055	160858.92	210037.75	
P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	0.9923	0.9986	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12179.713	0.0	327.9978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1	1.0	0.999	7	447	447	447	17	10	10	15	12	14	33	24	16	16	24	24	23	22	20	20	31	20	24	24	29	19	17	10	10	15	12	14	33	24	16	16	24	24	23	22	20	20	31	20	24	24	29	19	17	10	10	15	12	14	33	24	16	16	24	24	23	22	20	20	31	20	24	24	29	19	668687.1	526911.3	504072.38	515805.47	626138.0	659223.2	969589.44	868280.7	1099196.0	913101.8	1292037.8	906488.94	1156359.2	839950.44	1036270.94	804387.5	1148546.1	1401707.2	901773.4	1406718.5	1471268.5	1410756.0	187278.67	195137.4	166441.88	164331.38	177671.69	191346.1	488488.88	256950.06	468752.34	302581.62	353346.66	283076.44	356509.72	268991.34	267851.66	192356.25	362421.3	386744.88	173699.34	385012.88	350056.94	379599.75	
P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens	1:Experimental evidence at protein level	Cystatin-C	1.0	0.999	11	367	367	367	9	8	8	13	10	13	18	16	12	16	21	21	29	10	25	12	14	25	25	18	27	17	9	8	8	13	10	13	18	16	12	16	21	21	29	10	25	12	14	25	25	18	27	17	9	8	8	13	10	13	18	16	12	16	21	21	29	10	25	12	14	25	25	18	27	17	583643.7	655234.3	652120.75	262579.25	818104.6	778827.7	686849.9	1017086.8	1315637.4	1073020.0	1190968.1	991423.94	1403112.0	729627.7	942483.8	881320.75	793346.0	1250068.6	999657.1	1220131.4	1623310.1	999326.8	211715.22	263871.47	253621.23	211960.66	242188.66	306699.88	333420.28	395492.56	609480.1	477529.47	374165.0	312749.47	403523.62	236939.3	312998.6	295197.22	476937.06	413693.53	339177.6	413216.78	532792.3	496937.12	
P01036|CYTS_HUMAN	P01036	CYTS_HUMAN	CST4	141	Homo sapiens	1:Experimental evidence at protein level	Cystatin-S	0.9974	0.999	2	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12085.197	23345.607	7810.613	0.0	10631.166	24632.32	33543.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P01037|CYTN_HUMAN
P01040|CYTA_HUMAN	P01040	CYTA_HUMAN	CSTA	98	Homo sapiens	1:Experimental evidence at protein level	Cystatin-A	1.0	0.999	3	25	25	25	1	4	4	7	1	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	1	4	4	7	1	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	1	4	4	7	1	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	31985.46	98661.86	174245.75	152512.39	35661.43	84685.19	0.0	24003.805	0.0	0.0	216075.6	0.0	14813.096	0.0	9607.394	0.0	10280.351	0.0	0.0	0.0	0.0	0.0	0.0	74434.21	71485.625	69292.24	0.0	67149.65	0.0	0.0	0.0	0.0	77823.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	1:Experimental evidence at protein level	Kininogen-1	1.0	0.999	4	10	10	10	0	1	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	40467.125	65119.17	16104.634	0.0	58853.355	36447.93	160681.88	0.0	0.0	0.0	7765.65	63479.02	568.83264	0.0	2970.455	21634.82	0.0	22368.623	0.0	8190.0737	0.0	0.0	20481.19	34899.527	0.0	0.0	32946.34	17572.344	0.0	0.0	0.0	0.0	5696.628	24617.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P01116|RASK_HUMAN	P01116	RASK_HUMAN	KRAS	189	Homo sapiens	1:Experimental evidence at protein level	GTPase KRas	0.9998	0.999	2	9	0	9	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42634.89	21643.717	23946.123	14894.667	12684.453	14070.51	0.0	18403.273	11454.406	60153.336	23716.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24011.404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33210.39	0.0	0.0	
P01127|PDGFB_HUMAN	P01127	PDGFB_HUMAN	PDGFB	241	Homo sapiens	1:Experimental evidence at protein level	Platelet-derived growth factor subunit B	0.8905	0.999	1	26	26	26	0	0	0	0	1	0	1	1	0	0	1	2	1	1	2	1	1	2	2	3	3	4	0	0	0	0	1	0	1	1	0	0	1	2	1	1	2	1	1	2	2	3	3	4	0	0	0	0	1	0	1	1	0	0	1	2	1	1	2	1	1	2	2	3	3	4	24341.576	0.0	18557.62	0.0	49010.27	41118.58	35791.066	65156.746	0.0	0.0	45235.875	45980.355	47155.992	55280.496	70838.86	52060.367	236404.66	267796.3	215473.7	253148.89	318402.88	188101.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P01130|LDLR_HUMAN	P01130	LDLR_HUMAN	LDLR	860	Homo sapiens	1:Experimental evidence at protein level	Low-density lipoprotein receptor	1.0	0.999	3	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26270.98	20124.6	15132.551	19653.984	51159.53	52302.477	0.0	13054.831	9296.655	14987.471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13470.0625	14106.754	9591.346	9746.345	32323.104	31256.201	0.0	10429.402	0.0	12012.949	0.0	0.0	
P01137|TGFB1_HUMAN	P01137	TGFB1_HUMAN	TGFB1	390	Homo sapiens	1:Experimental evidence at protein level	Transforming growth factor beta-1 proprotein	1.0	0.999	7	38	38	38	0	0	0	0	0	0	3	3	3	3	0	1	0	0	2	0	5	2	2	4	6	4	0	0	0	0	0	0	3	3	3	3	0	1	0	0	2	0	5	2	2	4	6	4	0	0	0	0	0	0	3	3	3	3	0	1	0	0	2	0	5	2	2	4	6	4	0.0	0.0	0.0	0.0	0.0	0.0	33896.574	36214.57	127686.64	133959.4	6302.364	10272.483	6631.131	0.0	20430.303	28041.191	35760.863	34956.332	28655.838	38875.24	59963.023	54500.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18163.46	45807.652	55853.203	0.0	11900.665	0.0	0.0	11544.815	14580.631	27950.102	14159.496	10709.596	20590.2	29314.65	17351.264	
P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor II	1.0	0.999	2	24	24	24	1	2	0	0	4	4	0	2	0	1	3	2	0	1	0	0	0	0	0	0	3	1	1	2	0	0	4	4	0	2	0	1	3	2	0	1	0	0	0	0	0	0	3	1	1	2	0	0	4	4	0	2	0	1	3	2	0	1	0	0	0	0	0	0	3	1	72569.42	66805.87	19146.73	0.0	106379.87	96223.45	0.0	79625.78	72642.57	36094.04	27797.062	40772.668	15003.851	16279.589	4877.214	0.0	0.0	0.0	0.0	0.0	69488.25	19087.203	41304.715	42124.98	0.0	0.0	67106.234	60162.164	0.0	49522.555	0.0	0.0	0.0	21928.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43419.203	0.0	
P01591|IGJ_HUMAN	P01591	IGJ_HUMAN	JCHAIN	159	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin J chain	0.9971	0.999	2	5	5	5	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80287.16	29255.842	15441.937	0.0	32761.297	107757.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47861.9	0.0	0.0	0.0	20878.188	70853.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P01619|KV320_HUMAN	P01619	KV320_HUMAN	IGKV3-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-20	0.9979	0.999	2	14	2	14	0	3	1	0	1	2	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	2	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	34426.8	16630.264	47694.586	0.0	71778.05	19139.422	0.0	0.0	0.0	0.0	26693.37	49709.28	5049.0747	0.0	0.0	0.0	0.0	5631.0664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43300.816	0.0	0.0	0.0	0.0	0.0	16495.312	49332.637	0.0	0.0	0.0	0.0	0.0	5487.466	0.0	0.0	0.0	0.0	
P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-19	0.856	0.9986	1	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10417.612	14114.912	0.0	0.0	20729.375	25395.418	0.0	0.0	0.0	0.0	6374.3706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P01833|PIGR_HUMAN	P01833	PIGR_HUMAN	PIGR	764	Homo sapiens	1:Experimental evidence at protein level	Polymeric immunoglobulin receptor	1.0	0.999	15	45	45	45	7	0	4	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511024.03	339969.16	307033.8	0.0	169090.67	906915.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358484.47	127936.03	172583.92	0.0	65632.88	660687.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
